Course Code|Course Description|Grade|Pathway or Destination|Enrolment
BMM4T|Foundations of Marketing|Grade 12|College Delivered (Dual Credits)|35
BMX3E|Marketing: Retail and Service|Grade 11|Workplace Preparation (Grade 11 & 12 level)|1045
BOA4T|Human Relations|Grade 12|College Delivered (Dual Credits)|40
BOE4T|Project Management|Grade 12|College Delivered (Dual Credits)|<10
BOG4E|Business Leadership: Becoming a Manager|Grade 12|Workplace Preparation (Grade 11 & 12 level)|415
BOH4M|Business Leadership: Management Fundamentals|Grade 12|University/College Preparation (Grade 11 & 12 level)|25910
BOH4T|Workplace Simulation|Grade 12|College Delivered (Dual Credits)|<10
BON4T|Conflict Management|Grade 12|College Delivered (Dual Credits)|25
BTA3O|Information and Communication Technology: The Digital Environment|Grade 11|Open (Grade 9 - 12 level)|3150
BTB4T|Business Computer Application|Grade 12|College Delivered (Dual Credits)|15
BTG4T|Computer Applications for Business and Technology|Grade 12|College Delivered (Dual Credits)|<10
BTT1O|Information and Communication Technology in Business|Grade 9|Open (Grade 9 - 12 level)|32365
BTT2O|Information and Communication Technology in Business|Grade 10|Open (Grade 9 - 12 level)|3285
BTX4C|Information and Communication Technology: Multimedia Solutions|Grade 12|College Preparation (Grade 11 & 12 level)|75
BTX4E|Information and Communication Technology in the Workplace|Grade 12|Workplace Preparation (Grade 11 & 12 level)|110
CCL3O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|Grade 11|Open (Grade 9 - 12 level)|15
CCL4O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|Grade 12|Open (Grade 9 - 12 level)|800
CGC1D|Issues in Canadian Geography|Grade 9|Academic (Grade 9 & 10 level)|159950
CGC1P|Issues in Canadian Geography|Grade 9|Applied (Grade 9 & 10 level)|155
CGD3M|Regional Geography|Grade 11|University/College Preparation (Grade 11 & 12 level)|435
CGF3M|Forces of Nature: Physical Processes and Disasters|Grade 11|University/College Preparation (Grade 11 & 12 level)|3350
CGG3O|Travel and Tourism: A Geographic Perspective|Grade 11|Open (Grade 9 - 12 level)|13255
CGO4M|Spatial Technologies in Action|Grade 12|University/College Preparation (Grade 11 & 12 level)|175
CGR4E|Living in a Sustainable World|Grade 12|Workplace Preparation (Grade 11 & 12 level)|315
CGR4M|The Environment and Resource Management|Grade 12|University/College Preparation (Grade 11 & 12 level)|2365
CGT3O|Introduction to Spatial Technologies|Grade 11|Open (Grade 9 - 12 level)|195
CGU4M|World Geography: Urban Patterns and Population Issues|Grade 12|University/College Preparation (Grade 11 & 12 level)|330
CGW4C|World Issues: A Geographic Analysis|Grade 12|College Preparation (Grade 11 & 12 level)|660
CGW4U|World Issues: A Geographic Analysis|Grade 12|University Preparation (Grade 11 & 12 level)|8560
CHA3U|American History|Grade 11|University Preparation (Grade 11 & 12 level)|3210
CHC2D|Canadian History Since World War I|Grade 10|Academic (Grade 9 & 10 level)|123865
CHC2P|Canadian History Since World War I|Grade 10|Applied (Grade 9 & 10 level)|27370
CHE3O|Origins and Citizenship: The History of a Canadian Ethnic Group|Grade 11|Open (Grade 9 - 12 level)|400
CHF4C|L'Ontario français|Grade 12|College Preparation (Grade 11 & 12 level)|<10
CHF4U|L'Ontario français|Grade 12|University Preparation (Grade 11 & 12 level)|45
CHI4U|Canada: History, Identity and Culture|Grade 12|University Preparation (Grade 11 & 12 level)|995
CHM4E|Adventures in World History|Grade 12|Workplace Preparation (Grade 11 & 12 level)|1525
CHT3O|World History since 1900: Global and Regional Interactions|Grade 11|Open (Grade 9 - 12 level)|1380
CHV2O|Civics and Citizenship|Grade 10|Open (Grade 9 - 12 level)|136910
CHW3M|World History to the End of the Fifteenth Century|Grade 11|University/College Preparation (Grade 11 & 12 level)|11775
CHY4C|World History since the Fifteenth Century|Grade 12|College Preparation (Grade 11 & 12 level)|1500
CHY4U|World History since the Fifteenth Century|Grade 12|University Preparation (Grade 11 & 12 level)|11850
CIA4U|Analysing Current Economic Issues|Grade 12|University Preparation (Grade 11 & 12 level)|7380
CIC4E|Making Personal Economic Choices|Grade 12|Workplace Preparation (Grade 11 & 12 level)|625
CIE3M|The Individual and the Economy|Grade 11|University/College Preparation (Grade 11 & 12 level)|2840
CIF4T|Economic Issues|Grade 12|College Delivered (Dual Credits)|25
CLA4T|Canadian Law|Grade 12|College Delivered (Dual Credits)|40
CLC4T|Techniques de défense|Grade 12|College Delivered (Dual Credits)|95
CLD4T|Introduction to Law and Society|Grade 12|College Delivered (Dual Credits)|10
CLE4T|Crime|Grade 12|College Delivered (Dual Credits)|35
CLF4T|Introduction to Security Skills|Grade 12|College Delivered (Dual Credits)|15
CLH4T|Security Fundamentals|Grade 12|College Delivered (Dual Credits)|85
CLK4T|Law Enforcement Communications|Grade 12|College Delivered (Dual Credits)|30
CLN4C|Legal Studies|Grade 12|College Preparation (Grade 11 & 12 level)|1405
CLN4U|Canadian and International Law|Grade 12|University Preparation (Grade 11 & 12 level)|21360
CLU3E|Understanding Canadian Law in Everyday Life|Grade 11|Workplace Preparation (Grade 11 & 12 level)|670
CLU3M|Understanding Canadian Law|Grade 11|University/College Preparation (Grade 11 & 12 level)|29240
CPA4T|Active Citizenship|Grade 12|College Delivered (Dual Credits)|10
CPC3O|Politics in Action: Making Change|Grade 11|Open (Grade 9 - 12 level)|160
CPW4U|Canadian and World Politics|Grade 12|University Preparation (Grade 11 & 12 level)|3085
DCO3O|Creating Opportunities through Co-op|Grade 11|Open (Grade 9 - 12 level)|29560
DEL3O|Recognition of Experiential Learning for Credit|Grade 11|Open (Grade 9 - 12 level)|315
EAB3O|Communications for the World of Business and Technology|Grade 11|Open (Grade 9 - 12 level)|20
EAC4C|The Writer's Craft|Grade 12|College Preparation (Grade 11 & 12 level)|15
EAC4U|The Writer's Craft|Grade 12|University Preparation (Grade 11 & 12 level)|335
EAE1D|English|Grade 9|Academic (Grade 9 & 10 level)|7150
EAE1P|English|Grade 9|Applied (Grade 9 & 10 level)|<10
EAE2D|English|Grade 10|Academic (Grade 9 & 10 level)|5850
EAE2P|English|Grade 10|Applied (Grade 9 & 10 level)|1290
EAE3C|English|Grade 11|College Preparation (Grade 11 & 12 level)|1720
EAE3E|English|Grade 11|Workplace Preparation (Grade 11 & 12 level)|125
EAE3U|English|Grade 11|University Preparation (Grade 11 & 12 level)|5095
EAE4C|English|Grade 12|College Preparation (Grade 11 & 12 level)|1780
EAE4E|English|Grade 12|Workplace Preparation (Grade 11 & 12 level)|45
EAE4U|English|Grade 12|University Preparation (Grade 11 & 12 level)|4335
EAL4U|English Literature|Grade 12|University Preparation (Grade 11 & 12 level)|120
EANAO|Anglais pour débutants 1 (APD1)|Level 1|Open (Grade 9 - 12 level)|415
EANBO|Anglais pour débutants 2 (APD2)|Level 2|Open (Grade 9 - 12 level)|270
EANCO|Anglais pour débutants 3 (APD3)|Level 3|Open (Grade 9 - 12 level)|160
EANDO|Anglais pour débutants 4 (APD4)|Level 4|Open (Grade 9 - 12 level)|75
EAT3M|Canadian Literature|Grade 11|University/College Preparation (Grade 11 & 12 level)|25
EBA4T|Communications I|Grade 12|College Delivered (Dual Credits)|60
EBH4T|Introductory College Communications|Grade 12|College Delivered (Dual Credits)|<10
EBI4T|Practical Communications|Grade 12|College Delivered (Dual Credits)|20
EBT4O|Business and Technological Communication|Grade 12|Open (Grade 9 - 12 level)|55
ELDAO|English Literacy Development, ELD Level 1|Level 1|Open (Grade 9 - 12 level)|1680
ELDBO|English Literacy Development, ELD Level 2|Level 2|Open (Grade 9 - 12 level)|1445
ELDCO|English Literacy Development, ELD Level 3|Level 3|Open (Grade 9 - 12 level)|1060
ELDDO|English Literacy Development, ELD Level 4|Level 4|Open (Grade 9 - 12 level)|720
ELDEO|English Literacy Development, ELD Level 5|Level 5|Open (Grade 9 - 12 level)|350
ELS2O|Literacy Skills|Grade 10|Open (Grade 9 - 12 level)|2180
EMS3O|Media Studies|Grade 11|Open (Grade 9 - 12 level)|3170
ENG1D|English|Grade 9|Academic (Grade 9 & 10 level)|815
ENG1P|English|Grade 9|Applied (Grade 9 & 10 level)|180
ENG2D|English|Grade 10|Academic (Grade 9 & 10 level)|128845
ENG2P|English|Grade 10|Applied (Grade 9 & 10 level)|23255
ENG3C|English|Grade 11|College Preparation (Grade 11 & 12 level)|13670
ENG3E|English|Grade 11|Workplace Preparation (Grade 11 & 12 level)|3305
ENG3U|English|Grade 11|University Preparation (Grade 11 & 12 level)|38220
ENG4C|English|Grade 12|College Preparation (Grade 11 & 12 level)|46330
ENG4E|English|Grade 12|Workplace Preparation (Grade 11 & 12 level)|3850
ENG4U|English|Grade 12|University Preparation (Grade 11 & 12 level)|96775
ENL1W|English|Grade 9|Destreamed Guideline Course|146170
EPS3O|Presentation and Speaking Skills|Grade 11|Open (Grade 9 - 12 level)|1825
ESB4T|English As Second Language|Grade 12|College Delivered (Dual Credits)|<10
ESLAO|English as a Second Language, ESL Level 1|Level 1|Open (Grade 9 - 12 level)|5075
ESLBO|English as a Second Language, ESL Level 2|Level 2|Open (Grade 9 - 12 level)|8305
ESLCO|English as a Second Language, ESL Level 3|Level 3|Open (Grade 9 - 12 level)|11135
ESLDO|English as a Second Language, ESL Level 4|Level 4|Open (Grade 9 - 12 level)|11440
ESLEO|English as a Second Language, ESL Level 5|Level 5|Open (Grade 9 - 12 level)|7080
ETB4T|Introduction to Journalism|Grade 12|College Delivered (Dual Credits)|<10
ETC3M|Canadian Literature|Grade 11|University/College Preparation (Grade 11 & 12 level)|80
ETH4T|Social Media and the Citizen Journalist|Grade 12|College Delivered (Dual Credits)|15
ETS4C|Studies in Literature|Grade 12|College Preparation (Grade 11 & 12 level)|50
ETS4U|Studies in Literature|Grade 12|University Preparation (Grade 11 & 12 level)|2505
EWC4C|The Writer's Craft|Grade 12|College Preparation (Grade 11 & 12 level)|605
EWC4U|The Writer's Craft|Grade 12|University Preparation (Grade 11 & 12 level)|7630
EWF4T|Essentials of Storytelling|Grade 12|College Delivered (Dual Credits)|10
EWH4T|Introduction to Essay Writing and Portfolio Building|Grade 12|College Delivered (Dual Credits)|<10
FAE4O|Atelier d'écriture|Grade 12|Open (Grade 9 - 12 level)|10
FAF4O|Français des affaires et de la technologie|Grade 12|Open (Grade 9 - 12 level)|30
FEF1D|Extended French|Grade 9|Academic (Grade 9 & 10 level)|1910
FEF2D|Extended French|Grade 10|Academic (Grade 9 & 10 level)|1705
FEF3U|Extended French|Grade 11|University Preparation (Grade 11 & 12 level)|1600
FEF4U|Extended French|Grade 12|University Preparation (Grade 11 & 12 level)|1835
FFAAO|Actualisation linguistique en français 1|Level 1|Open (Grade 9 - 12 level)|45
FFABO|Actualisation linguistique en français 2|Level 2|Open (Grade 9 - 12 level)|20
FFACO|Actualisation linguistique en français 3|Level 3|Open (Grade 9 - 12 level)|60
FFADO|Actualisation linguistique en français 4|Level 4|Open (Grade 9 - 12 level)|60
FFPAO|Programme d'appui aux nouveaux arrivants 1|Level 1|Open (Grade 9 - 12 level)|75
FFPBO|Programme d'appui aux nouveaux arrivants 2|Level 2|Open (Grade 9 - 12 level)|60
FFPCO|Programme d'appui aux nouveaux arrivants 3|Level 3|Open (Grade 9 - 12 level)|30
FFPDO|Programme d'appui aux nouveaux arrivants 4|Level 4|Open (Grade 9 - 12 level)|15
FIF1D|French Immersion|Grade 9|Academic (Grade 9 & 10 level)|14285
FIF2D|French Immersion|Grade 10|Academic (Grade 9 & 10 level)|11965
FIF2P|French Immersion|Grade 10|Applied (Grade 9 & 10 level)|75
FIF3O|French Immersion|Grade 11|Open (Grade 9 - 12 level)|235
FIF3U|French Immersion|Grade 11|University Preparation (Grade 11 & 12 level)|11090
FIF4O|French Immersion|Grade 12|Open (Grade 9 - 12 level)|275
FIF4U|French Immersion|Grade 12|University Preparation (Grade 11 & 12 level)|9680
FLC4M|Littérature du Canada français|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
FLO4U|Grandes œuvres de la littérature|Grade 12|University Preparation (Grade 11 & 12 level)|80
FRA1D|Français|Grade 9|Academic (Grade 9 & 10 level)|<10
FRA1P|Français|Grade 9|Applied (Grade 9 & 10 level)|<10
FRA2D|Français|Grade 10|Academic (Grade 9 & 10 level)|5865
FRA2P|Français|Grade 10|Applied (Grade 9 & 10 level)|1515
FRA3C|Français|Grade 11|College Preparation (Grade 11 & 12 level)|2075
FRA3E|Français|Grade 11|Workplace Preparation (Grade 11 & 12 level)|610
FRA3U|Français|Grade 11|University Preparation (Grade 11 & 12 level)|5060
FRA4C|Français|Grade 12|College Preparation (Grade 11 & 12 level)|2190
FRA4E|Français|Grade 12|Workplace Preparation (Grade 11 & 12 level)|140
FRA4U|Français|Grade 12|University Preparation (Grade 11 & 12 level)|4450
FRL1W|Français|Grade 9|Destreamed Guideline Course|6940
FSF1D|Core French|Grade 9|Academic (Grade 9 & 10 level)|108600
FSF1O|Core French|Grade 9|Open (Grade 9 - 12 level)|9490
FSF1P|Core French|Grade 9|Applied (Grade 9 & 10 level)|20
FSF2D|Core French|Grade 10|Academic (Grade 9 & 10 level)|23435
FSF2O|Core French|Grade 10|Open (Grade 9 - 12 level)|125
FSF2P|Core French|Grade 10|Applied (Grade 9 & 10 level)|130
FSF3O|Core French|Grade 11|Open (Grade 9 - 12 level)|95
FSF3U|Core French|Grade 11|University Preparation (Grade 11 & 12 level)|12020
FSF4O|Core French|Grade 12|Open (Grade 9 - 12 level)|30
FSF4U|Core French|Grade 12|University Preparation (Grade 11 & 12 level)|8490
GCB4T|Careers in Policing|Grade 12|College Delivered (Dual Credits)|120
GCC4T|Career and College Success|Grade 12|College Delivered (Dual Credits)|15
GCE4T|Career Employment Preparation|Grade 12|College Delivered (Dual Credits)|45
GCI4T|Exploration en métiers|Grade 12|College Delivered (Dual Credits)|130
GCJ4T|Career Success|Grade 12|College Delivered (Dual Credits)|60
GLC2O|Career Studies|Grade 10|Open (Grade 9 - 12 level)|149345
GLD2O|Discovering the Workplace|Grade 10|Open (Grade 9 - 12 level)|5305
GLE1O|Learning Strategies 1: Skills for Success in Secondary School|Grade 9|Open (Grade 9 - 12 level)|16220
GLE2O|Learning Strategies 2: Skills for Success in Secondary School|Grade 10|Open (Grade 9 - 12 level)|9065
GLE3O|Advanced Learning Strategies: Skills for Success After Secondary School|Grade 11|Open (Grade 9 - 12 level)|8655
GLE4O|Advanced Learning Strategies: Skills for Success After Secondary School|Grade 12|Open (Grade 9 - 12 level)|4660
GLI4T|Success Strategies|Grade 12|College Delivered (Dual Credits)|90
GLN4O|Navigating the Workplace|Grade 12|Open (Grade 9 - 12 level)|5100
GLS1O|Learning Strategies 1: Skills for Success in Secondary School|Grade 9|Open (Grade 9 - 12 level)|15010
GLS4O|Advanced Learning Strategies: Skills for Success After Secondary School|Grade 12|Open (Grade 9 - 12 level)|7330
GPA4T|Developing Leadership|Grade 12|College Delivered (Dual Credits)|15
GPP3O|Leadership and Peer Support|Grade 11|Open (Grade 9 - 12 level)|12860
GWB4T|Personal and Academic Success Strategies|Grade 12|College Delivered (Dual Credits)|<10
GWL3O|Designing Your Future|Grade 11|Open (Grade 9 - 12 level)|10300
HBB4T|Introduction to Psychology|Grade 12|College Delivered (Dual Credits)|420
HBC4T|Social Psychology|Grade 12|College Delivered (Dual Credits)|65
HBD4T|Developmental Psychology|Grade 12|College Delivered (Dual Credits)|50
HBF4T|Principles of Psychology|Grade 12|College Delivered (Dual Credits)|305
HBI4T|Forensic Psychology|Grade 12|College Delivered (Dual Credits)|80
HBK4T|Positive Psychology|Grade 12|College Delivered (Dual Credits)|190
HBL4T|Psychology of Games|Grade 12|College Delivered (Dual Credits)|45
HBM4T|Abnormal Psychology|Grade 12|College Delivered (Dual Credits)|35
HBN4T|Psychology of Learning|Grade 12|College Delivered (Dual Credits)|100
HBR4T|Developmental Psychology for the PSW|Grade 12|College Delivered (Dual Credits)|<10
HCB4T|Criminal Justice System|Grade 12|College Delivered (Dual Credits)|50
HCC4T|Criminology|Grade 12|College Delivered (Dual Credits)|450
HCF4T|Canadian Criminal Justice Systems|Grade 12|College Delivered (Dual Credits)|245
HCG4T|Canadian Modern Criminology|Grade 12|College Delivered (Dual Credits)|20
HDB4T|Interpersonal Skills and Group Dynamics|Grade 12|College Delivered (Dual Credits)|<10
HDC4T|Interpersonal Communication Skills|Grade 12|College Delivered (Dual Credits)|30
HDD4T|Contemporary Social Problems|Grade 12|College Delivered (Dual Credits)|80
HDM4T|International Interactions|Grade 12|College Delivered (Dual Credits)|85
HDP4T|Popular Culture, Film and Society|Grade 12|College Delivered (Dual Credits)|55
HDV4T|Introduction au travail social|Grade 12|College Delivered (Dual Credits)|10
HDX4T|Substance Abuse|Grade 12|College Delivered (Dual Credits)|25
HDZ4T|Interpersonal Violence in Canadian Society|Grade 12|College Delivered (Dual Credits)|80
HEC4T|Professional Ethics|Grade 12|College Delivered (Dual Credits)|<10
HEF4T|Contemporary Applied Ethics|Grade 12|College Delivered (Dual Credits)|<10
HEG4T|Contemporary Ethical Issues|Grade 12|College Delivered (Dual Credits)|30
HFA4C|Nutrition and Health|Grade 12|College Preparation (Grade 11 & 12 level)|4040
HFA4M|Food and Nutrition Sciences|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
HFA4U|Nutrition and Health|Grade 12|University Preparation (Grade 11 & 12 level)|14880
HFB4T|Nutrition: Making Better Choices|Grade 12|College Delivered (Dual Credits)|20
HFC3E|Food and Culture|Grade 11|Workplace Preparation (Grade 11 & 12 level)|3560
HFC3M|Food and Culture|Grade 11|University/College Preparation (Grade 11 & 12 level)|12240
HFC4T|Nutrition|Grade 12|College Delivered (Dual Credits)|30
HFL4E|Food and Healthy Living|Grade 12|Workplace Preparation (Grade 11 & 12 level)|2185
HFN1O|Food and Nutrition|Grade 9|Open (Grade 9 - 12 level)|6600
HFN2O|Food and Nutrition|Grade 10|Open (Grade 9 - 12 level)|28135
HHB4T|Human Sexuality|Grade 12|College Delivered (Dual Credits)|<10
HHC4T|Exploring Human Diversity|Grade 12|College Delivered (Dual Credits)|125
HHD3O|Dynamics of Human Relationships|Grade 11|Open (Grade 9 - 12 level)|2025
HHE4T|Understanding Families|Grade 12|College Delivered (Dual Credits)|45
HHF4T|Human Growth and Development|Grade 12|College Delivered (Dual Credits)|25
HHG4M|Human Development Throughout the Lifespan|Grade 12|University/College Preparation (Grade 11 & 12 level)|10100
HHI4T|Principles of Learning|Grade 12|College Delivered (Dual Credits)|30
HHL4T|Activities With Children|Grade 12|College Delivered (Dual Credits)|85
HHS4C|Families in Canada|Grade 12|College Preparation (Grade 11 & 12 level)|1700
HHS4M|Individuals and Families in a Diverse Society|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
HHS4U|Families in Canada|Grade 12|University Preparation (Grade 11 & 12 level)|11705
HIB4T|Personal Growth and Development|Grade 12|College Delivered (Dual Credits)|80
HIC4T|PSW Practice|Grade 12|College Delivered (Dual Credits)|50
HID4T|Interviewing/Counselling|Grade 12|College Delivered (Dual Credits)|65
HIF1O|Exploring Family Studies|Grade 9|Open (Grade 9 - 12 level)|10520
HIF2O|Exploring Family Studies|Grade 10|Open (Grade 9 - 12 level)|2555
HIP3E|Managing Personal Resources|Grade 11|Workplace Preparation (Grade 11 & 12 level)|<10
HIP4O|Personal Life Management|Grade 12|Open (Grade 9 - 12 level)|9825
HLS3O|Housing and Home Design|Grade 11|Open (Grade 9 - 12 level)|2925
HNB4M|The World of Fashion|Grade 12|University/College Preparation (Grade 11 & 12 level)|3530
HNC3C|Understanding Fashion|Grade 11|College Preparation (Grade 11 & 12 level)|4715
HNL2O|Clothing|Grade 10|Open (Grade 9 - 12 level)|2100
HPC3O|Raising Healthy Children|Grade 11|Open (Grade 9 - 12 level)|9905
HPD4C|Working with School-Age Children and Adolescents|Grade 12|College Preparation (Grade 11 & 12 level)|1140
HPF4T|Apprentissage par le jeu|Grade 12|College Delivered (Dual Credits)|<10
HPW3C|Working with Infants and Young Children|Grade 11|College Preparation (Grade 11 & 12 level)|4380
HRE1O|Religious Education|Grade 9|Open (Grade 9 - 12 level)|51560
HRE2O|Religious Education|Grade 10|Open (Grade 9 - 12 level)|47260
HRE3M|Religious Education|Grade 11|University/College Preparation (Grade 11 & 12 level)|125
HRE3O|Religious Education|Grade 11|Open (Grade 9 - 12 level)|1015
HRE4M|Religious Education|Grade 12|University/College Preparation (Grade 11 & 12 level)|23175
HRE4O|Religious Education|Grade 12|Open (Grade 9 - 12 level)|11210
HRF3O|World Religions and Belief Traditions in Daily Life|Grade 11|Open (Grade 9 - 12 level)|17970
HRT3M|World Religions and Belief Traditions: Perspectives, Issues, and Challenges|Grade 11|University/College Preparation (Grade 11 & 12 level)|29395
HSA4T|Sociology of Family|Grade 12|College Delivered (Dual Credits)|15
HSB4U|Challenge and Change in Society|Grade 12|University Preparation (Grade 11 & 12 level)|18925
HSC4M|World Cultures|Grade 12|University/College Preparation (Grade 11 & 12 level)|2565
HSD4T|Sociology and Canadian Society|Grade 12|College Delivered (Dual Credits)|15
HSE3E|Equity, Diversity, and Social Justice|Grade 11|Workplace Preparation (Grade 11 & 12 level)|675
HSE4M|Equity and Social Justice: From Theory to Practice|Grade 12|University/College Preparation (Grade 11 & 12 level)|8620
HSG3M|Gender Studies|Grade 11|University/College Preparation (Grade 11 & 12 level)|870
HSH4T|Introduction to Sociology|Grade 12|College Delivered (Dual Credits)|35
HSJ4T|Perspectives on World Issues|Grade 12|College Delivered (Dual Credits)|25
HSP3C|Introduction to Anthropology, Psychology, and Sociology|Grade 11|College Preparation (Grade 11 & 12 level)|7165
HSP3U|Introduction to Anthropology, Psychology, and Sociology|Grade 11|University Preparation (Grade 11 & 12 level)|41075
HSZ4T|Introduction to  Anthropology|Grade 12|College Delivered (Dual Credits)|40
HZB3M|Philosophy: The Big Questions|Grade 11|University/College Preparation (Grade 11 & 12 level)|3355
HZT4U|Philosophy: Questions and Theories|Grade 12|University Preparation (Grade 11 & 12 level)|17440
IBD4T|Introduction to Web Development|Grade 12|College Delivered (Dual Credits)|15
IBJ4T|Architecture d'un système d'exploitation Linux|Grade 12|College Delivered (Dual Credits)|40
IBK4T|Computer Applications|Grade 12|College Delivered (Dual Credits)|<10
IBL4T|Introduction to Programming|Grade 12|College Delivered (Dual Credits)|50
IBP4T|Graphics Theory and Application|Grade 12|College Delivered (Dual Credits)|15
ICD2O|Digital Technology and Innovations in the Changing World|Grade 10|Open (Grade 9 - 12 level)|16890
ICS2O|Introduction to Computer Studies|Grade 10|Open (Grade 9 - 12 level)|40
ICS3C|Introduction to Computer Programming|Grade 11|College Preparation (Grade 11 & 12 level)|3130
ICS3U|Introduction to Computer Science|Grade 11|University Preparation (Grade 11 & 12 level)|25455
ICS4C|Computer Programming|Grade 12|College Preparation (Grade 11 & 12 level)|730
ICS4U|Computer Science|Grade 12|University Preparation (Grade 11 & 12 level)|13195
IDC3O|Interdisciplinary Studies|Grade 11|Open (Grade 9 - 12 level)|8835
IDC4O|Interdisciplinary Studies|Grade 12|Open (Grade 9 - 12 level)|2305
IDC4U|Interdisciplinary Studies|Grade 12|University Preparation (Grade 11 & 12 level)|18545
IDP3O|Interdisciplinary Studies|Grade 11|Open (Grade 9 - 12 level)|465
IDP4O|Interdisciplinary Studies|Grade 12|Open (Grade 9 - 12 level)|130
IDP4U|Interdisciplinary Studies|Grade 12|University Preparation (Grade 11 & 12 level)|1065
JAL4T|Film Studies|Grade 12|College Delivered (Dual Credits)|115
JBC4T|College Seminar|Grade 12|College Delivered (Dual Credits)|90
JBD4T|College Success|Grade 12|College Delivered (Dual Credits)|25
JDC4T|Stress Management|Grade 12|College Delivered (Dual Credits)|25
JDG4T|Sport in Society|Grade 12|College Delivered (Dual Credits)|<10
JEB4T|Making the Grade|Grade 12|College Delivered (Dual Credits)|55
JEE4T|Professional Effectiveness|Grade 12|College Delivered (Dual Credits)|45
JEG4T|Skills for Success|Grade 12|College Delivered (Dual Credits)|50
JEM4T|Success Strategies for College|Grade 12|College Delivered (Dual Credits)|20
JFA4T|Developmental Psychology – Arts and Science/Social Service Worker Section|Grade 12|College Delivered (Dual Credits)|50
JFD4T|The Creative Journey|Grade 12|College Delivered (Dual Credits)|15
JFF4T|Issues in Diversity|Grade 12|College Delivered (Dual Credits)|35
JFG4T|Visual Gestural Communication|Grade 12|College Delivered (Dual Credits)|55
JGB4T|Technological Culture|Grade 12|College Delivered (Dual Credits)|290
JGC4T|Society, Technology and Social Issues|Grade 12|College Delivered (Dual Credits)|20
JGG4T|Introduction to Photojournalism|Grade 12|College Delivered (Dual Credits)|<10
JGK4T|Game Studies|Grade 12|College Delivered (Dual Credits)|<10
KALAN|Creative Arts for Enjoyment and Expression|Level 1|Special Education Non-credit Course (all levels)|2110
KALBN|Creative Arts for Enjoyment and Expression|Level 2|Special Education Non-credit Course (all levels)|1205
KALCN|Creative Arts for Enjoyment and Expression|Level 3|Special Education Non-credit Course (all levels)|890
KALDN|Creative Arts for Enjoyment and Expression|Level 4|Special Education Non-credit Course (all levels)|775
KALEN|Creative Arts for Enjoyment and Expression|Level 5|Special Education Non-credit Course (all levels)|475
KALFN|Creative Arts for Enjoyment and Expression|Level 6|Special Education Non-credit Course (all levels)|375
KALGN|Creative Arts for Enjoyment and Expression|Level 7|Special Education Non-credit Course (all levels)|260
KALHN|Creative Arts for Enjoyment and Expression|Level 8|Special Education Non-credit Course (all levels)|65
KALIN|Creative Arts for Enjoyment and Expression|Level 9|Special Education Non-credit Course (all levels)|35
KALJN|Creative Arts for Enjoyment and Expression|Level 10|Special Education Non-credit Course (all levels)|60
KALKN|Creative Arts for Enjoyment and Expression|Level 11|Special Education Non-credit Course (all levels)|120
KALLN|Creative Arts for Enjoyment and Expression|Level 12|Special Education Non-credit Course (all levels)|50
KALMN|Creative Arts for Enjoyment and Expression|Level 13|Special Education Non-credit Course (all levels)|20
KALNN|Creative Arts for Enjoyment and Expression|Level 14|Special Education Non-credit Course (all levels)|15
KALON|Creative Arts for Enjoyment and Expression|Level 15|Special Education Non-credit Course (all levels)|<10
KALPN|Creative Arts for Enjoyment and Expression|Level 16|Special Education Non-credit Course (all levels)|35
KBBAN|Money Management and Personal Banking|Level 1|Special Education Non-credit Course (all levels)|760
KBBBN|Money Management and Personal Banking|Level 2|Special Education Non-credit Course (all levels)|685
KBBCN|Money Management and Personal Banking|Level 3|Special Education Non-credit Course (all levels)|315
KBBDN|Money Management and Personal Banking|Level 4|Special Education Non-credit Course (all levels)|315
